Date,Team,Map Count,K/D Diff.,K/D,Rating
2021-11-09,Lyngby Vikings,21,+159,1.09,1.12
2021-11-09,FURIA,14,+66,1.06,1.08
2021-11-09,Heroic,25,+141,1.07,1.07
2021-11-09,MOUZ,17,+90,1.06,1.06
2021-11-09,FaZe,11,+48,1.05,1.06
2021-11-09,Gambit,11,+37,1.04,1.06
2021-11-09,FunPlus Phoenix,16,+41,1.03,1.06
2021-11-09,Vitality,12,+25,1.02,1.05
2021-11-09,Virtus.pro,24,+58,1.03,1.05
2021-11-09,Copenhagen Flames,24,-5,1.00,1.04
2021-11-09,Liquid,15,-18,0.99,1.02
2021-11-09,Entropiq,26,-38,0.98,1.02
2021-11-09,ENCE,26,-60,0.97,1.01
2021-11-09,MAD Lions,11,-47,0.95,1.00
2021-11-09,1WIN,12,-46,0.96,1.00
2021-11-09,Astralis,16,-122,0.91,0.98
2021-11-09,BIG,14,-98,0.92,0.97
2021-11-09,Movistar Riders,13,-69,0.94,0.97
2021-11-09,NIP,18,-134,0.91,0.96
2021-11-09,SKADE,12,-139,0.87,0.95
2021-11-09,paiN,9,-81,0.90,0.95
2021-11-09,Spirit,13,-145,0.88,0.94
2021-11-09,K23,10,-125,0.87,0.94
2021-11-09,GODSENT,9,-115,0.86,0.93
2021-11-08,Natus Vincere,10,+245,1.34,1.23
2021-11-08,G2,22,+271,1.15,1.13
2021-11-08,Lyngby Vikings,19,+166,1.11,1.13
2021-11-08,FURIA,16,+131,1.10,1.10
2021-11-08,Fiend,15,+79,1.06,1.07
2021-11-08,Heroic,25,+141,1.07,1.07
2021-11-08,MOUZ,17,+90,1.06,1.06
2021-11-08,FaZe,11,+48,1.05,1.06
2021-11-08,Gambit,11,+37,1.04,1.06
2021-11-08,FunPlus Phoenix,17,+43,1.03,1.06
2021-11-08,Virtus.pro,24,+58,1.03,1.05
2021-11-08,ENCE,28,+10,1.00,1.03
2021-11-08,Vitality,15,-14,0.99,1.03
2021-11-08,Copenhagen Flames,26,-43,0.98,1.03
2021-11-08,Liquid,15,-18,0.99,1.02
2021-11-08,Entropiq,23,-45,0.98,1.02
2021-11-08,Movistar Riders,15,-32,0.98,1.00
2021-11-08,MAD Lions,11,-47,0.95,1.00
2021-11-08,1WIN,12,-46,0.96,1.00
2021-11-08,NIP,21,-96,0.94,0.99
2021-11-08,BIG,14,-98,0.92,0.97
2021-11-08,K23,11,-88,0.92,0.97
2021-11-08,Astralis,18,-195,0.87,0.95
2021-11-08,SKADE,12,-139,0.87,0.95
2021-11-08,Spirit,13,-145,0.88,0.94
2021-11-08,paiN,11,-148,0.85,0.91
2021-11-07,Lyngby Vikings,17,+142,1.10,1.12
2021-11-07,G2,25,+271,1.13,1.12
2021-11-07,FURIA,16,+131,1.10,1.10
2021-11-07,Heroic,25,+141,1.07,1.07
2021-11-07,MOUZ,17,+90,1.06,1.06
2021-11-07,FaZe,11,+48,1.05,1.06
2021-11-07,Gambit,11,+37,1.04,1.06
2021-11-07,FunPlus Phoenix,17,+43,1.03,1.06
2021-11-07,Fiend,17,+40,1.03,1.05
2021-11-07,Virtus.pro,24,+58,1.03,1.05
2021-11-07,Liquid,16,+13,1.01,1.04
2021-11-07,ENCE,31,+6,1.00,1.03
2021-11-07,Vitality,15,-14,0.99,1.03
2021-11-07,Copenhagen Flames,26,-43,0.98,1.03
2021-11-07,Entropiq,23,-45,0.98,1.02
2021-11-07,NIP,21,-96,0.94,0.99
2021-11-07,BIG,14,-98,0.92,0.97
2021-11-07,Astralis,20,-158,0.91,0.97
2021-11-07,K23,11,-88,0.92,0.97
2021-11-07,Movistar Riders,12,-78,0.93,0.97
2021-11-07,SKADE,12,-139,0.87,0.95
2021-11-07,Spirit,13,-145,0.88,0.94
2021-11-07,paiN,11,-148,0.85,0.91
2021-11-06,G2,23,+294,1.16,1.14
2021-11-06,Lyngby Vikings,17,+142,1.10,1.12
2021-11-06,FURIA,16,+131,1.10,1.10
2021-11-06,Heroic,25,+141,1.07,1.07
2021-11-06,MOUZ,17,+90,1.06,1.06
2021-11-06,FaZe,11,+48,1.05,1.06
2021-11-06,Gambit,11,+37,1.04,1.06
2021-11-06,FunPlus Phoenix,17,+43,1.03,1.06
2021-11-06,Fiend,17,+40,1.03,1.05
2021-11-06,Virtus.pro,24,+58,1.03,1.05
2021-11-06,Vitality,17,+6,1.00,1.04
2021-11-06,Liquid,16,+13,1.01,1.04
2021-11-06,ENCE,31,+6,1.00,1.03
2021-11-06,Copenhagen Flames,28,-64,0.98,1.02
2021-11-06,Entropiq,23,-45,0.98,1.02
2021-11-06,NIP,24,-61,0.97,1.01
2021-11-06,BIG,14,-98,0.92,0.97
2021-11-06,Astralis,20,-158,0.91,0.97
2021-11-06,K23,11,-88,0.92,0.97
2021-11-06,Movistar Riders,15,-117,0.92,0.96
2021-11-06,SKADE,12,-139,0.87,0.95
2021-11-06,Spirit,13,-145,0.88,0.94
2021-11-06,paiN,11,-148,0.85,0.91
2021-11-05,G2,20,+272,1.17,1.15
2021-11-05,Lyngby Vikings,17,+142,1.10,1.12
2021-11-05,FaZe,13,+123,1.11,1.11
2021-11-05,FURIA,16,+131,1.10,1.10
2021-11-05,Heroic,24,+141,1.07,1.07
2021-11-05,MOUZ,17,+90,1.06,1.06
2021-11-05,Liquid,17,+57,1.04,1.06
2021-11-05,FunPlus Phoenix,17,+43,1.03,1.06
2021-11-05,Fiend,17,+40,1.03,1.05
2021-11-05,Virtus.pro,24,+58,1.03,1.05
2021-11-05,Vitality,17,+6,1.00,1.04
2021-11-05,ENCE,31,+6,1.00,1.03
2021-11-05,Copenhagen Flames,28,-64,0.98,1.02
2021-11-05,Entropiq,23,-45,0.98,1.02
2021-11-05,NIP,24,-61,0.97,1.01
2021-11-05,Astralis,20,-158,0.91,0.97
2021-11-05,K23,11,-88,0.92,0.97
2021-11-05,Movistar Riders,15,-117,0.92,0.96
2021-11-05,SKADE,12,-139,0.87,0.95
2021-11-05,Spirit,13,-145,0.88,0.94
2021-11-05,BIG,16,-174,0.88,0.94
2021-11-05,paiN,12,-192,0.83,0.89
2021-11-04,G2,20,+272,1.17,1.15
2021-11-04,Lyngby Vikings,17,+142,1.10,1.12
2021-11-04,FURIA,18,+197,1.15,1.12
2021-11-04,FaZe,16,+149,1.11,1.11
2021-11-04,Vitality,15,+55,1.04,1.07
2021-11-04,Heroic,26,+121,1.06,1.06
2021-11-04,MOUZ,17,+90,1.06,1.06
2021-11-04,Liquid,17,+57,1.04,1.06
2021-11-04,FunPlus Phoenix,17,+43,1.03,1.06
2021-11-04,OG,11,+33,1.04,1.06
2021-11-04,Fiend,17,+40,1.03,1.05
2021-11-04,Virtus.pro,24,+58,1.03,1.05
2021-11-04,ENCE,31,+6,1.00,1.03
2021-11-04,Copenhagen Flames,28,-64,0.98,1.02
2021-11-04,Entropiq,23,-45,0.98,1.02
2021-11-04,NIP,24,-61,0.97,1.01
2021-11-04,Astralis,20,-158,0.91,0.97
2021-11-04,K23,11,-88,0.92,0.97
2021-11-04,BIG,18,-155,0.90,0.96
2021-11-04,Movistar Riders,15,-117,0.92,0.96
2021-11-04,SKADE,12,-139,0.87,0.95
2021-11-04,GODSENT,13,-152,0.87,0.95
2021-11-04,Spirit,13,-145,0.88,0.94
2021-11-04,paiN,13,-197,0.84,0.90
2021-11-03,G2,18,+240,1.17,1.15
2021-11-03,Lyngby Vikings,17,+142,1.10,1.12
2021-11-03,FURIA,21,+239,1.15,1.12
2021-11-03,FaZe,16,+149,1.11,1.11
2021-11-03,Vitality,15,+55,1.04,1.07
2021-11-03,Heroic,23,+116,1.06,1.07
2021-11-03,MOUZ,17,+90,1.06,1.06
2021-11-03,Liquid,17,+57,1.04,1.06
2021-11-03,FunPlus Phoenix,17,+43,1.03,1.06
2021-11-03,OG,11,+33,1.04,1.06
2021-11-03,Virtus.pro,21,+63,1.03,1.05
2021-11-03,Fiend,17,+40,1.03,1.05
2021-11-03,ENCE,31,+6,1.00,1.03
2021-11-03,Copenhagen Flames,28,-64,0.98,1.02
2021-11-03,Entropiq,23,-45,0.98,1.02
2021-11-03,NIP,22,-28,0.98,1.02
2021-11-03,Astralis,20,-158,0.91,0.97
2021-11-03,K23,11,-88,0.92,0.97
2021-11-03,GODSENT,19,-180,0.89,0.97
2021-11-03,BIG,18,-155,0.90,0.96
2021-11-03,Movistar Riders,15,-117,0.92,0.96
2021-11-03,SKADE,12,-139,0.87,0.95
2021-11-03,Spirit,13,-145,0.88,0.94
2021-11-03,paiN,19,-196,0.89,0.94
2021-11-02,G2,19,+253,1.17,1.15
2021-11-02,FURIA,23,+292,1.17,1.14
2021-11-02,Lyngby Vikings,17,+142,1.10,1.12
2021-11-02,FaZe,17,+115,1.08,1.09
2021-11-02,Heroic,26,+156,1.08,1.08
2021-11-02,Vitality,16,+68,1.05,1.07
2021-11-02,Fiend,18,+74,1.05,1.06
2021-11-02,MOUZ,20,+87,1.05,1.06
2021-11-02,Liquid,17,+57,1.04,1.06
2021-11-02,FunPlus Phoenix,19,+19,1.01,1.04
2021-11-02,OG,12,+14,1.01,1.04
2021-11-02,Virtus.pro,24,+36,1.02,1.03
2021-11-02,ENCE,31,+6,1.00,1.03
2021-11-02,Entropiq,26,-20,0.99,1.03
2021-11-02,Copenhagen Flames,29,-43,0.98,1.03
2021-11-02,NIP,23,-26,0.99,1.02
2021-11-02,Astralis,21,-145,0.92,0.98
2021-11-02,Movistar Riders,18,-81,0.95,0.98
2021-11-02,GODSENT,21,-159,0.92,0.98
2021-11-02,K23,11,-88,0.92,0.97
2021-11-02,BIG,21,-164,0.91,0.96
2021-11-02,SKADE,13,-148,0.88,0.95
2021-11-02,Spirit,13,-145,0.88,0.94
2021-11-02,paiN,23,-222,0.89,0.94
2021-11-01,Gambit,11,+184,1.23,1.19
2021-11-01,G2,20,+270,1.17,1.15
2021-11-01,FURIA,23,+292,1.17,1.14
2021-11-01,Lyngby Vikings,17,+142,1.10,1.12
2021-11-01,FaZe,15,+116,1.09,1.11
2021-11-01,Heroic,27,+167,1.08,1.08
2021-11-01,Fiend,19,+102,1.07,1.07
2021-11-01,OG,13,+34,1.03,1.06
2021-11-01,Liquid,17,+57,1.04,1.06
2021-11-01,1WIN,11,+14,1.01,1.05
2021-11-01,MOUZ,21,+63,1.04,1.05
2021-11-01,Vitality,14,+7,1.01,1.05
2021-11-01,ENCE,32,+37,1.01,1.04
2021-11-01,FunPlus Phoenix,20,+1,1.00,1.04
2021-11-01,NIP,21,+14,1.01,1.03
2021-11-01,Copenhagen Flames,27,-36,0.99,1.03
2021-11-01,Virtus.pro,23,+22,1.01,1.03
2021-11-01,MAD Lions,12,-21,0.98,1.02
2021-11-01,Entropiq,25,-55,0.97,1.02
2021-11-01,Movistar Riders,19,-68,0.96,0.99
2021-11-01,Astralis,22,-142,0.92,0.99
2021-11-01,GODSENT,21,-159,0.92,0.98
2021-11-01,K23,11,-88,0.92,0.97
2021-11-01,BIG,21,-164,0.91,0.96
2021-11-01,SKADE,14,-146,0.89,0.96
2021-11-01,Spirit,13,-145,0.88,0.94
2021-11-01,paiN,23,-222,0.89,0.94
2021-10-31,FURIA,20,+268,1.18,1.14
2021-10-31,G2,21,+260,1.15,1.14
2021-10-31,Lyngby Vikings,17,+142,1.10,1.12
2021-10-31,FaZe,14,+101,1.09,1.10
2021-10-31,Liquid,15,+83,1.07,1.08
2021-10-31,Fiend,20,+112,1.07,1.07
2021-10-31,Heroic,25,+136,1.07,1.07
2021-10-31,MOUZ,18,+93,1.07,1.07
2021-10-31,NIP,20,+75,1.05,1.07
2021-10-31,OG,14,+17,1.02,1.05
2021-10-31,Copenhagen Flames,25,-1,1.00,1.05
2021-10-31,ENCE,33,+47,1.02,1.04
2021-10-31,Vitality,12,+3,1.00,1.04
2021-10-31,Entropiq,24,-25,0.99,1.03
2021-10-31,FunPlus Phoenix,21,-26,0.99,1.02
2021-10-31,MAD Lions,13,-31,0.98,1.02
2021-10-31,Virtus.pro,22,+17,1.01,1.02
2021-10-31,Movistar Riders,20,-57,0.97,1.00
2021-10-31,Astralis,20,-112,0.93,0.99
2021-10-31,GODSENT,21,-159,0.92,0.98
2021-10-31,K23,12,-84,0.92,0.98
2021-10-31,BIG,22,-137,0.92,0.98
2021-10-31,SKADE,15,-156,0.89,0.96
2021-10-31,paiN,23,-222,0.89,0.94
2021-10-31,Spirit,16,-172,0.88,0.94
2021-10-30,G2,20,+257,1.16,1.15
2021-10-30,Gambit,11,+127,1.15,1.14
2021-10-30,FURIA,19,+242,1.17,1.14
2021-10-30,Lyngby Vikings,17,+142,1.10,1.12
2021-10-30,NIP,19,+161,1.11,1.11
2021-10-30,FaZe,14,+89,1.08,1.10
2021-10-30,Liquid,14,+110,1.10,1.09
2021-10-30,1WIN,13,+62,1.05,1.08
2021-10-30,fnatic,11,+60,1.06,1.07
2021-10-30,Fiend,21,+94,1.05,1.07
2021-10-30,OG,15,+33,1.03,1.06
2021-10-30,ENCE,32,+89,1.03,1.05
2021-10-30,Entropiq,24,+14,1.01,1.05
2021-10-30,Heroic,25,+76,1.04,1.05
2021-10-30,Vitality,12,+3,1.00,1.04
2021-10-30,Copenhagen Flames,24,-22,0.99,1.04
2021-10-30,Virtus.pro,22,+56,1.03,1.04
2021-10-30,MOUZ,17,+21,1.02,1.03
2021-10-30,FunPlus Phoenix,22,-13,0.99,1.03
2021-10-30,Astralis,20,-68,0.96,1.02
2021-10-30,MAD Lions,14,-56,0.96,1.01
2021-10-30,Movistar Riders,21,-60,0.97,1.00
2021-10-30,GODSENT,21,-159,0.92,0.98
2021-10-30,SKADE,16,-138,0.91,0.98
2021-10-30,BIG,23,-177,0.91,0.96
2021-10-30,K23,15,-155,0.89,0.95
2021-10-30,paiN,23,-222,0.89,0.94
2021-10-30,Spirit,17,-185,0.88,0.93
2021-10-29,FURIA,17,+255,1.20,1.15
2021-10-29,G2,18,+227,1.16,1.14
2021-10-29,FaZe,14,+142,1.13,1.13
2021-10-29,Lyngby Vikings,17,+142,1.10,1.12
2021-10-29,NIP,18,+140,1.10,1.11
2021-10-29,Vitality,11,+68,1.08,1.10
2021-10-29,Liquid,12,+99,1.10,1.10
2021-10-29,1WIN,13,+62,1.05,1.08
2021-10-29,ENCE,31,+138,1.05,1.07
2021-10-29,OG,15,+33,1.03,1.06
2021-10-29,Heroic,24,+100,1.05,1.06
2021-10-29,MOUZ,16,+48,1.04,1.05
2021-10-29,Virtus.pro,21,+104,1.06,1.05
2021-10-29,Fiend,22,+59,1.03,1.05
2021-10-29,Astralis,19,-1,1.00,1.04
2021-10-29,Copenhagen Flames,24,-4,1.00,1.04
2021-10-29,fnatic,12,+22,1.02,1.04
2021-10-29,Entropiq,22,-12,0.99,1.04
2021-10-29,Sinners,11,-8,0.99,1.04
2021-10-29,FunPlus Phoenix,23,-16,0.99,1.03
2021-10-29,Movistar Riders,22,-85,0.95,0.99
2021-10-29,MAD Lions,15,-90,0.94,0.99
2021-10-29,Dignitas,11,-64,0.94,0.99
2021-10-29,GODSENT,21,-159,0.92,0.98
2021-10-29,SKADE,17,-141,0.91,0.98
2021-10-29,BIG,24,-191,0.90,0.96
2021-10-29,K23,17,-188,0.88,0.94
2021-10-29,paiN,23,-222,0.89,0.94
2021-10-29,Spirit,17,-185,0.88,0.93
2021-10-29,Complexity,11,-191,0.80,0.88
2021-10-28,FURIA,17,+255,1.20,1.15
2021-10-28,G2,18,+227,1.16,1.14
2021-10-28,FaZe,14,+142,1.13,1.13
2021-10-28,Lyngby Vikings,17,+142,1.10,1.12
2021-10-28,NIP,18,+140,1.10,1.11
2021-10-28,Vitality,11,+68,1.08,1.10
2021-10-28,Liquid,12,+99,1.10,1.10
2021-10-28,1WIN,13,+62,1.05,1.08
2021-10-28,ENCE,31,+138,1.05,1.07
2021-10-28,OG,15,+33,1.03,1.06
2021-10-28,MOUZ,13,+35,1.03,1.06
2021-10-28,Virtus.pro,21,+104,1.06,1.05
2021-10-28,Fiend,22,+59,1.03,1.05
2021-10-28,Heroic,22,+62,1.04,1.04
2021-10-28,fnatic,12,+22,1.02,1.04
2021-10-28,Entropiq,22,-12,0.99,1.04
2021-10-28,Sinners,11,-8,0.99,1.04
2021-10-28,Copenhagen Flames,27,-25,0.99,1.03
2021-10-28,FunPlus Phoenix,23,-16,0.99,1.03
2021-10-28,Astralis,17,-40,0.97,1.03
2021-10-28,Movistar Riders,20,-46,0.97,1.00
2021-10-28,MAD Lions,15,-90,0.94,0.99
2021-10-28,Dignitas,11,-64,0.94,0.99
2021-10-28,GODSENT,21,-159,0.92,0.98
2021-10-28,SKADE,17,-141,0.91,0.98
2021-10-28,BIG,21,-173,0.90,0.96
2021-10-28,Spirit,15,-145,0.89,0.94
2021-10-28,K23,17,-188,0.88,0.94
2021-10-28,paiN,23,-222,0.89,0.94
2021-10-28,Complexity,11,-191,0.80,0.88
2021-10-27,FURIA,17,+255,1.20,1.15
2021-10-27,Gambit,10,+123,1.16,1.15
2021-10-27,G2,18,+227,1.16,1.14
2021-10-27,FaZe,14,+142,1.13,1.13
2021-10-27,Lyngby Vikings,17,+142,1.10,1.12
2021-10-27,NIP,18,+140,1.10,1.11
2021-10-27,Vitality,11,+68,1.08,1.10
2021-10-27,Liquid,12,+99,1.10,1.10
2021-10-27,1WIN,13,+62,1.05,1.08
2021-10-27,ENCE,28,+112,1.05,1.06
2021-10-27,Heroic,19,+67,1.04,1.06
2021-10-27,OG,15,+33,1.03,1.06
2021-10-27,Fiend,22,+59,1.03,1.05
2021-10-27,fnatic,12,+22,1.02,1.04
2021-10-27,Entropiq,19,-16,0.99,1.04
2021-10-27,Virtus.pro,18,+48,1.03,1.04
2021-10-27,Sinners,11,-8,0.99,1.04
2021-10-27,Copenhagen Flames,27,-25,0.99,1.03
2021-10-27,FunPlus Phoenix,23,-16,0.99,1.03
2021-10-27,Astralis,15,-48,0.96,1.02
2021-10-27,MOUZ,10,-19,0.98,1.02
2021-10-27,SKADE,19,-86,0.95,1.01
2021-10-27,Movistar Riders,20,-46,0.97,1.00
2021-10-27,MAD Lions,15,-90,0.94,0.99
2021-10-27,Dignitas,11,-64,0.94,0.99
2021-10-27,GODSENT,21,-159,0.92,0.98
2021-10-27,BIG,18,-145,0.90,0.96
2021-10-27,Spirit,12,-88,0.91,0.95
2021-10-27,K23,17,-188,0.88,0.94
2021-10-27,paiN,21,-210,0.89,0.94
2021-10-27,Endpoint,10,-145,0.85,0.93
2021-10-27,Complexity,11,-191,0.80,0.88
2021-10-26,FURIA,17,+255,1.20,1.15
2021-10-26,Gambit,10,+123,1.16,1.15
2021-10-26,G2,18,+227,1.16,1.14
2021-10-26,Lyngby Vikings,19,+135,1.09,1.11
2021-10-26,NIP,18,+140,1.10,1.11
2021-10-26,Vitality,11,+68,1.08,1.10
2021-10-26,Liquid,12,+99,1.10,1.10
2021-10-26,FaZe,17,+108,1.08,1.09
2021-10-26,1WIN,13,+62,1.05,1.08
2021-10-26,Heroic,16,+86,1.07,1.07
2021-10-26,Virtus.pro,16,+87,1.07,1.06
2021-10-26,ENCE,27,+102,1.04,1.06
2021-10-26,OG,15,+33,1.03,1.06
2021-10-26,Fiend,22,+59,1.03,1.05
2021-10-26,fnatic,12,+22,1.02,1.04
2021-10-26,Sinners,11,-8,0.99,1.04
2021-10-26,Entropiq,18,-31,0.98,1.03
2021-10-26,FunPlus Phoenix,23,-16,0.99,1.03
2021-10-26,Copenhagen Flames,24,-44,0.98,1.03
2021-10-26,SKADE,19,-86,0.95,1.01
2021-10-26,Movistar Riders,21,-55,0.97,1.01
2021-10-26,GODSENT,24,-136,0.94,1.00
2021-10-26,Extra Salt,14,-95,0.93,0.99
2021-10-26,Astralis,13,-83,0.92,0.99
2021-10-26,MAD Lions,15,-90,0.94,0.99
2021-10-26,Dignitas,11,-64,0.94,0.99
2021-10-26,Endpoint,12,-124,0.89,0.96
2021-10-26,Spirit,12,-88,0.91,0.95
2021-10-26,K23,17,-188,0.88,0.94
2021-10-26,BIG,17,-167,0.88,0.94
2021-10-26,paiN,21,-210,0.89,0.94
2021-10-26,Complexity,14,-219,0.82,0.89
2021-10-25,FURIA,17,+255,1.20,1.15
2021-10-25,Gambit,10,+123,1.16,1.15
2021-10-25,G2,18,+227,1.16,1.14
2021-10-25,Lyngby Vikings,21,+160,1.09,1.11
2021-10-25,NIP,18,+140,1.10,1.11
2021-10-25,Vitality,11,+68,1.08,1.10
2021-10-25,AGO,9,+51,1.07,1.10
2021-10-25,Liquid,12,+99,1.10,1.10
2021-10-25,1WIN,13,+62,1.05,1.08
2021-10-25,FaZe,18,+92,1.07,1.07
2021-10-25,Heroic,15,+67,1.06,1.06
2021-10-25,ENCE,25,+92,1.04,1.06
2021-10-25,Virtus.pro,14,+65,1.06,1.06
2021-10-25,Fiend,22,+59,1.03,1.05
2021-10-25,OG,18,+20,1.01,1.04
2021-10-25,Natus Vincere,11,+19,1.02,1.04
2021-10-25,fnatic,12,+22,1.02,1.04
2021-10-25,Sinners,11,-8,0.99,1.04
2021-10-25,FunPlus Phoenix,23,-16,0.99,1.03
2021-10-25,Entropiq,16,-45,0.97,1.03
2021-10-25,Astralis,11,-33,0.96,1.02
2021-10-25,GODSENT,22,-90,0.96,1.01
2021-10-25,Copenhagen Flames,24,-112,0.95,1.01
2021-10-25,Extra Salt,17,-76,0.95,1.01
2021-10-25,Movistar Riders,19,-44,0.97,1.01
2021-10-25,SKADE,19,-86,0.95,1.01
2021-10-25,MAD Lions,15,-90,0.94,0.99
2021-10-25,Dignitas,11,-64,0.94,0.99
2021-10-25,Endpoint,12,-124,0.89,0.96
2021-10-25,K23,17,-188,0.88,0.94
2021-10-25,paiN,22,-219,0.89,0.94
2021-10-25,Spirit,10,-93,0.89,0.93
2021-10-25,BIG,15,-160,0.87,0.93
2021-10-25,Complexity,17,-199,0.86,0.92
2021-10-25,DBL PONEY,9,-170,0.81,0.89
2021-10-24,FURIA,17,+255,1.20,1.15
2021-10-24,Gambit,10,+123,1.16,1.15
2021-10-24,G2,18,+227,1.16,1.14
2021-10-24,Lyngby Vikings,23,+192,1.10,1.11
2021-10-24,NIP,18,+140,1.10,1.11
2021-10-24,Vitality,11,+68,1.08,1.10
2021-10-24,AGO,9,+51,1.07,1.10
2021-10-24,Liquid,12,+99,1.10,1.10
2021-10-24,1WIN,13,+62,1.05,1.08
2021-10-24,Heroic,15,+67,1.06,1.06
2021-10-24,ENCE,25,+92,1.04,1.06
2021-10-24,Natus Vincere,14,+51,1.05,1.06
2021-10-24,Virtus.pro,14,+65,1.06,1.06
2021-10-24,Fiend,22,+59,1.03,1.05
2021-10-24,FaZe,20,+45,1.03,1.05
2021-10-24,fnatic,12,+22,1.02,1.04
2021-10-24,Sinners,11,-8,0.99,1.04
2021-10-24,FunPlus Phoenix,23,-16,0.99,1.03
2021-10-24,Entropiq,16,-45,0.97,1.03
2021-10-24,OG,21,-15,0.99,1.03
2021-10-24,Astralis,11,-33,0.96,1.02
2021-10-24,GODSENT,22,-90,0.96,1.01
2021-10-24,Copenhagen Flames,24,-112,0.95,1.01
2021-10-24,Extra Salt,17,-76,0.95,1.01
2021-10-24,Movistar Riders,19,-44,0.97,1.01
2021-10-24,SKADE,19,-86,0.95,1.01
2021-10-24,MAD Lions,15,-90,0.94,0.99
2021-10-24,Dignitas,11,-64,0.94,0.99
2021-10-24,Endpoint,12,-124,0.89,0.96
2021-10-24,Complexity,19,-156,0.90,0.95
2021-10-24,paiN,22,-219,0.89,0.94
2021-10-24,K23,19,-222,0.87,0.94
2021-10-24,Spirit,10,-93,0.89,0.93
2021-10-24,BIG,15,-160,0.87,0.93
2021-10-24,DBL PONEY,9,-170,0.81,0.89
2021-10-23,FURIA,17,+255,1.20,1.15
2021-10-23,Gambit,10,+123,1.16,1.15
